OBJECTID,STRKAFS,NAVN,FORKORTELSE,FRA_KM,TIL_KM,KM,BANEKLASSE,BEMAERKNING,BTRTYPE,CENTER_UTM_X,CENTER_UTM_Y,HVDSTRK,HVDSTRK_NAVN,HVDSTRK_FORK,DELSTRK_NAVN,DELSTRK_FORK,DELSTRK,BANENR,BANENR_NAVN,BANENR_FORK,KPMSTRK,RELEASE,RELEASEDATO,STRKAFS_PARENT,TIB,SOURCEOBJECTID,BTRTYPETEKST,BANEKLASSETEKST,CENTER_GPS_X,CENTER_GPS_Y,GLOBALID,Shape__Area,Shape__Length
367839,451000,Ålestrup - (Viborg),Aat-Vi,35.318,37.095,,5,,1,,,451,Ålestrup - (Viborg),Aat-Vi,Ålestrup - (Viborg),Aat-Vi,451000,,,,451,,6/17/2026 8:54:23 AM,,,1962,Fri Bane,Nedlagt,,,f5ab3cb0-8c77-45d6-a67e-5094e8b47c1d,25276.6357421875,3640.38443709865
367840,457000,(Randers) - Strømmen,Rd-Stø,0.815,3.365,,5,Tidl. Godsbane,1,,,457,(Randers) - Strømmen,Rd-Stø,(Randers) - Strømmen,Rd-Stø,457000,,,,457,,6/17/2026 8:54:23 AM,,,2265,Fri Bane,Nedlagt,,,47d3f063-3ff5-4984-ab55-bc41a0aeacc1,85580.8481445313,8234.81328377938
367841,472000,(Strømmen) - Allingåbro,Stø-Al,3.365,19.752,,5,Tidl. Godsbane,1,,,472,(Strømmen)-Allingåbro,Stø-Al,(Strømmen)-Allingåbro,Stø-Al,472000,,,,472,,6/17/2026 8:54:23 AM,,,2093,Fri Bane,Nedlagt,,,814edf51-3dce-4585-9fb1-eaa27e4a5890,327844.703369141,32820.1847630834
367842,491000,(Bramming) - Grindsted,Bm-Gi,1.051,40.79,,5,Nedlagt Godsbane,1,,,491,(Bramming) - Grindsted,Bm-Gi,(Bramming) - Grindsted,Bm-Gi,491000,47,(Bramming) - Grindsted,Bm-Gi,491,,6/17/2026 8:54:23 AM,,,1954,Fri Bane,Nedlagt,,,39b24697-ce04-4643-b954-078be88e3e53,1279907.59082031,81479.041498097
367843,352068,Hammerum - Herning,Hu-Hr,66,70.2,,7,,1,,,35,Skanderborg - Skjern,Sd-Sj,Skanderborg - Herning,Sd-Hr,352000,55,(Skanderborg) - (Herning),Sd-Hr,35,,6/17/2026 8:54:23 AM,,1035,28599,Fri Bane,Regionalbane,,,89d94517-9e03-4655-917f-1d5cb9cfea0d,83971.1596679688,8504.95391899979
367844,352069,Birk Centerpark,Bic,67.87,67.96,67.915,7,,4,501852.08890973,6220021.72392419,35,Skanderborg - Skjern,Sd-Sj,Skanderborg - Herning,Sd-Hr,352000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,352068,1035,2339,Trinbræt,Regionalbane,9.02979267,56.12526445,dce07885-0a7c-472f-957c-869139b22c5a,1286.20825195313,208.61084178615
367845,354074,Herning - Kibæk,Hr-Kæ,71.8,85.4,,4,,1,,,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,,1035,30083,Fri Bane,Lokalbane II,,,668163c2-4ee8-4d78-9ad9-9e83d1a35d04,315154.621826172,27759.2444006263
367846,354075,Herning Messecenter,Hrm,73.728,73.803,73.744,4,,4,496540.98649245,6219841.7493474,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,354074,1035,2377,Trinbræt,Lokalbane II,8.94436072,56.12363849,bb0fd5af-a598-475e-98d7-ff913dc93f1b,2842.83740234375,226.023300016643
367847,354077,Studsgård,Stu,77.838,77.96,77.9,4,,4,494443.5815158,6216293.99615909,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,354074,1035,2342,Trinbræt,Lokalbane II,8.9106972,56.09174292,e6c8716e-d88c-439e-b616-46cb03d5d075,4037.39794921875,334.169220692906
367848,354085,Kibæk,Kæ,85.4,86.2,85.7,4,,2,490866.50238028,6209718.59635822,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,,1035,30085,Station,Lokalbane II,8.85343081,56.03260916,cd0dd3e6-3d0a-478e-bfe4-82e59dd7e4db,27099.4877929688,1674.59894945813
367849,354088,Kibæk - Borris,Kæ-Bs,86.2,101.4,,4,,1,,,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,,1035,30088,Fri Bane,Lokalbane II,,,24a484a9-5f85-4870-9ba1-803ac3c1ac86,394594.974121094,30897.7791018266
367850,354095,Troldhede,Td,93.989,94.094,94.038,4,,4,484097.08557876,6205069.7288383,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,354088,1035,2528,Trinbræt,Lokalbane II,8.74507522,55.99066297,591159bc-d321-4d67-a365-68a1bf5733d8,5953.82885742188,325.457762493732
367851,354101,Borris,Bs,101.4,102.2,101.67,4,,2,477799.42985215,6201509.49937597,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,,1035,30091,Station,Lokalbane II,8.6444188,55.95842498,e96de148-6e18-4cb4-9b49-a6dc6d5ecb40,25411.0559082031,1700.66459786025
367852,354104,Borris - Skjern,Bs-Sj,102.2,111.2,,4,,1,,,35,Skanderborg - Skjern,Sd-Sj,Herning - Skjern,Hr-Sj,354000,56,(Herning) - (Skjern),Hr-Sj,35,,6/17/2026 8:54:23 AM,,1035,30403,Fri Bane,Lokalbane II,,,41bf2f27-554f-46d5-b5b1-eb63221be68a,156349.893066406,18054.4475006328
367853,362002,Aarhus H - Østbanetorvet,Ar-Øs,0.881,1.515,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,2305,Fri Bane,Lokalbane I,,,28c1c659-6e46-4c43-8719-a9fdcfcc73b6,6888.4052734375,1294.95519125821
367854,362003,Østbanetorvet,Øs,1.515,2.37,2,3,,2,575553.51884586,6224904.91961655,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1910,Station,Lokalbane I,10.21658323,56.16315564,ece32e32-f5f1-4316-8958-2b8c82a89026,16322.91796875,1760.6643556796
367855,362004,Østbanetorvet - Torsøvej,Øs-Tov,2.37,6.26,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1950,Fri Bane,Lokalbane I,,,ea98fd27-d63a-4f10-a99f-95585d3517bf,92201.7199707031,7893.95369610424
367856,362007,Torsøvej,Tov,6.26,8.203,7.145,3,,2,576223.01653364,6229591.53894539,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1602,Station,Lokalbane I,10.22870532,56.20514716,10ea8532-9b41-41b6-8e92-fd0cfadbeb33,70252.923828125,5333.77067469295
367857,362010,Torsøvej - Lystrup,Tov-Lp,8.203,11.2,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1805,Fri Bane,Lokalbane I,,,333bcebb-9b3c-49f0-bc0b-76b570490d63,103979.314208984,6196.55112113268
367858,362011,Lystrup,Lp,11.2,12.042,11.7,3,,2,576557.9831334,6232471.53147114,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1606,Station,Lokalbane I,10.23493512,56.23096306,123dba50-2de0-479d-aceb-6831b9e05777,24972.4064941406,1837.71892701992
367859,362014,Lystrup - Skødstrup,Lp-Øds,12.042,16.993,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1952,Fri Bane,Lokalbane I,,,a0b23636-08d1-4613-86b7-cc5ffbdc3b68,153177.931152344,10322.9899159065
367860,362015,Hjortshøj,Ht,14.446,14.636,14.535,3,,4,578641.99099334,6234048.54795644,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362014,36,2540,Trinbræt,Lokalbane I,10.26901083,56.24478842,78db8199-5522-4b8f-ba55-bd6b87cdae01,4323.80639648438,437.623099476743
367861,362017,Skødstrup,Øds,16.993,17.75,17.4,3,,2,580726.09991914,6235987.76175593,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1632,Station,Lokalbane I,10.30322325,56.26185757,5973304f-ed56-4aab-9bfd-596c6beb6395,25962.5163574219,1626.96297868055
367862,362018,Skødstrup - Hornslet,Øds-Os,17.75,24.64,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,2246,Fri Bane,Lokalbane I,,,485ea61d-e08c-4f4a-9e70-0564e3047cda,186713.802734375,14293.3615681199
367863,362019,Løgten,Lt,19.112,19.301,19.2,3,,4,581579.89318493,6237565.95772783,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362018,36,2325,Trinbræt,Lokalbane I,10.31748977,56.27588735,e6efca98-a3f4-4289-a3ff-0df6780193d0,5970.58203125,452.916835918426
367864,362025,Hornslet,Os,24.64,25.424,24.915,3,,2,581252.2320144,6242554.42916314,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1972,Station,Lokalbane I,10.3137363,56.32075072,b95ecf5b-0189-4568-8832-f1fb3029712b,32385.7775878906,1667.41001210764
367865,362026,Hornslet - Ryomgård,Os-Rå,25.424,39.517,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,2284,Fri Bane,Lokalbane I,,,bb0c8e1a-d8ff-4d5a-847c-10f4f446df43,360300.792724609,28715.3937400735
367866,362027,Skolebakken,Bak,1.274,1.348,1.3,3,,4,575353.77484999,6224237.81066275,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362002,36,2327,Trinbræt,Lokalbane I,10.21317881,56.15719481,1d6c1dfb-2113-4e35-a375-a75d4c5f4ef6,813.366455078125,170.665048314061
367867,362031,Mørke,Mr,30.677,30.783,30.732,3,,4,585103.88197339,6244722.75754395,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362026,36,2319,Trinbræt,Lokalbane I,10.37669331,56.3395505,851f133e-df7c-4a6b-9c55-2e0480f9b67a,2536.19262695313,260.196173674596
367868,362037,Den Permanente,Per,3.775,3.823,3.8,3,,4,576436.12326622,6226482.65915762,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362004,36,2381,Trinbræt,Lokalbane I,10.23124495,56.17718721,83a20435-add7-451b-af4a-f86fe98e4a98,1682.67163085938,167.365377136188
367869,362041,Ryomgård,Rå,39.517,40.695,40.165,3,,2,592664.19298003,6249390.96045957,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1921,Station,Lokalbane I,10.50059453,56.38005861,a5b086fd-5df9-4500-ab55-eca8756f0725,46478.8762207031,2486.17182874507
367870,362042,Ryomgård - Grenaa,Rå-Gr,40.695,68.076,,3,,1,,,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,2310,Fri Bane,Lokalbane I,,,406dfc64-1c69-4b19-8316-8ed018ee4d59,850397.944580078,56381.4380356442
367871,362047,Kolind,Ko,46.065,46.155,46.1,3,,4,598139.63938342,6247587.70312275,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362042,36,2382,Trinbræt,Lokalbane I,10.58855191,56.36275922,008c5a47-d03d-49f1-8be6-3f18dffa0b6a,2744.15942382813,243.846694855433
367872,362057,Vestre Strandallé,Vsa,5.765,5.962,5.9,3,,4,576742.91790473,6228472.25897712,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362004,36,2316,Trinbræt,Lokalbane I,10.23676026,56.19500964,a5b89263-6114-4259-8ae2-c8a30d6a5276,3290.37060546875,429.151567931267
367873,362059,Trustrup,Tu,58.275,58.354,58.3,3,,4,609481.766295,6246520.964064,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362042,36,2333,Trinbræt,Lokalbane I,10.77160458,56.35069208,262c3388-1bb8-409d-ad42-4fc550a736a3,3255.38525390625,239.077112797487
367874,362145,Hovmarken,Lpt,13.017,13.092,13.056,3,,4,577818.63301818,6232844.27041001,36,Aarhus H - Grenaa,Ar-Gr,Aarhus H - Grenaa,Ar-Gr,362000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,362014,36,2525,Trinbræt,Lokalbane I,10.25537435,56.23410657,a38b5c78-165b-4df7-bd67-0868054d36fa,4531.57275390625,270.578060196527
367875,363000,Grenaa,Gr,68.076,69.169,68.83,3,,2,615961.36927475,6253581.58350033,36,Aarhus H - Grenaa,Ar-Gr,Grenaa,Gr,363000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,36,1651,Station,Lokalbane I,10.87951423,56.41255085,ac5dc215-5b1f-4205-acb6-181721fa9bef,100730.697509766,9054.20162224751
367876,363901,Grenaa Havn,Gr.H,0,0,0,3,,3,617594.85225256,6253652.85464955,36,Aarhus H - Grenaa,Ar-Gr,Grenaa,Gr,363000,36,(Aarhus H) - Grenaa,Ar-Gr,36,,6/17/2026 8:54:23 AM,,,1932,Teknisk Station,Lokalbane I,10.90600547,56.41278702,d9180f2d-56ec-46d5-9cd5-f0a4e012cb19,45086.970703125,5834.55417071698
367877,414000,(Slagelse) - (Næstved),Sg-Næ,0.922,39.123,,5,,1,,,414,(Slagelse) - (Næstved),Sg-Næ,(Slagelse) - (Næstved),Sg-Næ,414000,59,(Slagelse) - (Næstved),Sg-Næ,414,,6/17/2026 8:54:23 AM,,,2057,Fri Bane,Nedlagt,,,018d318c-3b16-4684-abc6-013019600e2c,856829.586669922,77181.7307277908
367878,521255,Aalborg Lufthavn,Abl,253.8,254.303,254.167,2,,2,553083.988,6327095.945,52,(Lindholm) - Aalborg Lufthavn,Lih-Abl,(Lindholm) - Aalborg Lufthavn,Lih-Abl,521000,52,(Lindholm) - Aalborg Lufthavn,Lih-Abl,52,,6/17/2026 8:54:23 AM,,1052,33522,Station,Hovedbane,9.8758332,57.0841695,a9be40fd-c965-4db6-b999-79d0a1b00886,16372.1569824219,1488.67666043201
367879,531002,Aalborg - Aalborg Østhavn,Ab-Abø,2.154,16.919,,1,,1,,,53,Aalborg - Aalborg Østhavn,Ab-Abø,Aalborg - Aalborg Østhavn,Ab-Abø,531000,,,,53,,6/17/2026 8:54:23 AM,,,34042,Fri Bane,Godsbane,,,275101a9-d525-4dd3-abe5-ba92113a1c19,430268.202880859,35478.1011954628
367880,531702,Aalborg Østhavn grænse,Abøg,16.914,16.919,16.916,1,,11,563214.43895515,6323678.33832799,53,Aalborg - Aalborg Østhavn,Ab-Abø,Aalborg - Aalborg Østhavn,Ab-Abø,531000,,,,53,,6/17/2026 8:54:23 AM,531002,,34045,Grænsestation,Godsbane,10.04208597,57.05219374,0deb826d-9133-4748-b528-55ec40a8d3af,355.001708984375,77.5835576449834
367881,602001,Jægersborg,Jæt,0,0.83,0,6,,2,720938.8546494,6185185.16846714,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,2219,Station,Privatbane,12.52170241,55.76179841,c6f600ef-9d8c-4923-aa69-6c78795d627e,21665.1567382813,1737.22297441026
367882,602002,Jægersborg - Fuglevad,Jæt-Fgv,0.83,3.16,,6,,1,,,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,2152,Fri Bane,Privatbane,,,49293125-3926-40db-a0e0-5b058c6b75af,65177.025390625,4711.58459994594
367883,602003,Fuglevad,Fgv,3.16,3.61,3.3,6,,2,719275.36317502,6187647.67641568,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,2225,Station,Privatbane,12.49722171,55.7846397,2e58e25b-91d1-495b-9aa8-f5a421570ae7,13080.9858398438,953.075517599007
367884,602004,Fuglevad - Ørholm,Fgv-Ørh,3.61,5.21,,6,,1,,,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,2153,Fri Bane,Privatbane,,,3cd82cd6-10f5-4171-84ae-f40e86fa9513,44874.478515625,3261.40482530836
367885,602005,Ørholm,Ørh,5.21,5.65,5.5,6,,2,720043.80052311,6189391.61601878,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,1739,Station,Privatbane,12.51086002,55.79993112,b0ecf63e-3c40-4e5d-a2cf-4dba89af6f19,12753.123046875,926.948673514967
367886,602006,Ørholm - Nærum,Ørh-Nær,5.65,7.33,,6,,1,,,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,2146,Fri Bane,Privatbane,,,35877ad7-0d8f-4dfa-b342-b82408d69bd8,47138.9306640625,3423.71094349003
367887,602011,Nørgaardsvej,Nøv,,,1.2,6,,4,720368.4177563,6186118.48664422,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,602002,602,2375,Trinbræt,Privatbane,12.51338257,55.77042872,52c87425-871f-4ef5-a178-874d7261191e,4634.76513671875,386.743867736621
367888,602019,Lyngby Lokal,Lyl,,,1.9,6,,4,719817.8330643,6186484.53056433,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,602002,602,2374,Trinbræt,Privatbane,12.50491785,55.77396192,d36776f5-5073-4873-87ee-bb2942c1f4db,4543.3369140625,380.532384816846
367889,602045,Brede,Bre,,,4.5,6,,4,719439.25552576,6188755.091178,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,602004,602,2373,Trinbræt,Privatbane,12.50072182,55.79449722,81c97e81-c442-453d-b9f1-d8759e50910f,1402.08056640625,155.839314870444
367890,604019,Ølsted,Øls,18.87,19.622,19.304,6,,2,692060.09248,6201772.12066,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31816,Station,Privatbane,12.07391038,55.9229405,840b6b3a-9151-4431-9d20-09fea301609b,22595.5715332031,1562.73856486685
367891,604020,Ølsted - Kregme,Øls-Krf,19.622,21.213,,6,,1,,,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31827,Fri Bane,Privatbane,,,f86c2a51-7050-454d-8299-58604fcfba6e,44545.8376464844,3237.71986734228
367892,604021,Kregme,Krf,21.213,21.936,21.593,6,,2,690276.6436955,6203057.340155,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31817,Station,Privatbane,12.0463173,55.93518038,45908071-68da-4790-b032-6044ab96d075,21587.0773925781,1502.41159498262
367893,604022,Kregme - Frederiksværk,Krf-Frv,21.936,25.151,,6,,1,,,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31828,Fri Bane,Privatbane,,,c33fb183-6fe2-40a8-9921-1e889ebde557,90008.8608398438,6485.42072000604
367894,604023,Lille Kregme,Llk,23.049,23.139,23.094,6,,4,689460.5872512,6204293.336996,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,604022,604,31811,Trinbræt,Privatbane,12.03414051,55.94659239,b90ed00f-e6ea-4dc2-860a-b8b69e5536ee,2535.30932617188,237.093519780274
367895,602061,Ravnholm,Rvh,,,6.1,6,,4,720582.72272994,6189660.81667225,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,602006,602,2372,Trinbræt,Privatbane,12.51965852,55.80209983,0912078d-5d62-4c4a-b377-32fcfcb53fe0,2175.29296875,211.848527472022
367896,602073,Nærum,Nær,7.33,7.64,7.64,6,,2,721043.9999094,6191020.03998314,602,Jægersborg - Nærum,Jæt-Nær,Jægersborg - Nærum,Jæt-Nær,602000,,,,602,,6/17/2026 8:54:23 AM,,602,1740,Station,Privatbane,12.52810681,55.81407894,5f82ce03-4c06-4e9d-b44a-b49828d51e38,9550.06591796875,692.737803091091
367897,604002,Hillerød - Brødeskov,Hi-Bsk,0.895,4.373,,6,,1,,,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31825,Fri Bane,Privatbane,,,502ee652-3629-47c0-bb50-df4895f7c44c,82052.2624511719,6996.49320275299
367898,604003,Favrholm,Fvt,1.801,1.891,1.846,6,,4,707135.1364,6201082.2463,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,604002,604,36337,Trinbræt,Privatbane,12.31421968,55.91050092,e661ea71-b423-4497-af98-c931ade545af,1516.349609375,216.575296576583
367899,604005,Brødeskov,Bsk,4.373,5.24,4.873,6,,2,705150.08718039,6199066.81549,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31832,Station,Privatbane,12.28098917,55.89327167,b36d409d-4fa2-41cc-95c8-ec05314e2655,26767.32421875,1789.47639480763
367900,604006,Brødeskov - Gørløse,Bsk-Gør,5.24,9.42,,6,,1,,,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31826,Fri Bane,Privatbane,,,89cc7b2e-6a1c-412d-8c45-34dcf82c2d97,117052.125488281,8416.95576864012
367901,604011,Gørløse,Gør,9.42,10.173,9.817,6,,2,700244.725348,6198104.590782,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31833,Station,Privatbane,12.20196499,55.88670327,8c5ea7fb-f185-4839-b5c2-1b5790bef2d4,22288.8645019531,1563.77333744755
367902,604012,Gørløse - Skævinge,Gør-Skv,10.173,13.898,,6,,1,,,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31823,Fri Bane,Privatbane,,,bce6737b-461b-4d06-afa2-63fc3a8a48ef,104307.731201172,7506.31439912627
367903,604015,Skævinge,Skv,13.898,15.15,14.243,6,,2,696829.13638,6200259.46693,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31815,Station,Privatbane,12.14900934,55.90744296,c9fde272-84a8-4894-853b-27d63bb27a61,38995.8815917969,2560.64547193934
367904,604016,Skævinge - Ølsted,Skv-Øls,15.15,18.87,,6,,1,,,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,,604,31824,Fri Bane,Privatbane,,,0f354204-b6ed-43ce-8e6b-03d9e80e805e,104155.911621094,7496.22300941502
367905,604017,Grimstrup,Gsf,17.31,17.417,17.363,6,,4,693850.788805,6201055.271168,604,(Hillerød) - Hundested Havn,Hi-Hun,(Hillerød) - Hundested Havn,Hi-Hun,604000,,,,604,,6/17/2026 8:54:23 AM,604016,604,31812,Trinbræt,Privatbane,12.10200923,55.91579105,a371a5cf-2f3e-492d-832f-5cbd30c33bfb,2970.470703125,268.177435241217
367906,492000,(Tinglev) - (Tønder),Te-Tdr,41.855,67.459,,8,,1,,,492,(Tinglev) - (Tønder),Te-Tdr,(Tinglev) - (Tønder),Te-Tdr,492000,49,(Tinglev) - (Tønder),Te-Tdr,492,,6/17/2026 8:54:23 AM,,,1814,Fri Bane,Restbane m/spor,,,c67ae6f7-7329-4c6c-a412-acf0a45616ba,570823.495849609,51676.3207019752
367907,494000,(Rødekro) - Aabenraa,Rq-Åa,1.09,6.383,,5,Tidl. Godsbane,1,,,494,(Rødekro) - Aabenraa,Rq-Åa,(Rødekro) - Aabenraa,Rq-Åa,494000,77,(Rødekro) - Aabenraa,Rq-Åa,494,,6/17/2026 8:54:23 AM,,,2264,Fri Bane,Nedlagt,,,fdd35b68-7bce-40ea-968b-6b1600a25d93,129444.660888672,10877.6645554582
